total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
77470971703,5431676518,72039295185,15858969653,-5716324936,-4956484417,307930,컴퍼니케이,KOSDAQ,2023,CFS
77364427939,2787762410,74576665529,15072826895,2090601512,3261640352,307930,컴퍼니케이,KOSDAQ,2024,CFS
87490232023,5492430988,81997801035,21602359333,7240771662,9770230504,307930,컴퍼니케이,KOSDAQ,2025,CFS
