total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
106334652109,10688441686,95646210423,-67952023588,-79833059383,358570,지아이이노베이션,KOSDAQ,2022,CFS
81340211986,9636200844,71704011142,-53304560672,-55495299098,358570,지아이이노베이션,KOSDAQ,2023,CFS
45771447417,16720612761,29050834656,-48259851257,-58784457014,358570,지아이이노베이션,KOSDAQ,2024,CFS
127456383512,10962455124,116493928388,-40654989301,-35134798183,358570,지아이이노베이션,KOSDAQ,2025,CFS
