total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
108835027414,18989846957,89845180457,26165566670,11967082163,14300519265,246690,TS인베스트먼트,KOSDAQ,2023,CFS
95646416362,8435390155,87211026207,17597059268,-2421387065,-3001864633,246690,TS인베스트먼트,KOSDAQ,2024,CFS
125172966419,26808781551,98364184868,19617531648,7001554457,9022853755,246690,TS인베스트먼트,KOSDAQ,2025,CFS
