total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
44087986399072,38032594522814,6055391876258,607828606638,788215580227,001450,현대해상,KOSPI,2023,CFS
48523790593883,43780411936254,4743378657629,850533055882,1244069529604,001450,현대해상,KOSPI,2024,CFS
50429646840633,45272134078160,5157512762473,1019820047983,1260994493599,001450,현대해상,KOSPI,2025,CFS
