total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
80547145997,39396443191,41150702806,3143199280,1698056940,236810,엔비티,KOSDAQ,2021,CFS
83341881282,46148077396,37193803886,2279310361,-469248834,236810,엔비티,KOSDAQ,2022,CFS
75168171728,43239874352,31928297376,-2766359798,-2974711099,236810,엔비티,KOSDAQ,2023,CFS
69246630370,43910679510,25335950860,-3341111242,-6606622743,236810,엔비티,KOSDAQ,2024,CFS
35757066678,14960557027,20796509651,-6500747571,-4536651613,236810,엔비티,KOSDAQ,2025,CFS
