total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
32098169321,20498173571,11599995750,-4449177465,-4968140984,464490,쿼드메디슨,KOSDAQ,2024,CFS
51179024993,20379824402,30799200591,-6383954523,-6931050748,464490,쿼드메디슨,KOSDAQ,2025,CFS
