total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
95901185591112,87456133489762,8445052101350,20893370651649.0,708063414580,820404542965,071050,한국금융지주,KOSPI,2023,CFS
109220199166181,99485650231644,9734548934537,21174133586717.0,1045868641939,1199724124887,071050,한국금융지주,KOSPI,2024,CFS
136161928000000,124062437000000,12099491000000,,2024352000000,2345329000000,071050,한국금융지주,KOSPI,2025,CFS
