total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
35255973619,12507047969,22748925650,4079032132,4015675111,362990,드림인사이트,KOSDAQ,2023,CFS,
49539171257,15937257910,33601913347,1857644158,873348373,362990,드림인사이트,KOSDAQ,2024,CFS,18120044631.0
48728518076,15595490377,33133027699,-1161063123,-409061155,362990,드림인사이트,KOSDAQ,2025,CFS,20018320351.0
