total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
1480050024356,445001934727,1035048089629,259071620425,129642234144,116706241689,123890,한국자산신탁,KOSPI,2023,CFS
1725879725519,680125388347,1045754337172,226447627661,37423940096,51764548804,123890,한국자산신탁,KOSPI,2024,CFS
1738214602959,654888141006,1083326461953,204288412188,49381582687,34227305882,123890,한국자산신탁,KOSPI,2025,CFS
