total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
10211959858311,9038074593682,1173885264629,1206986042160,12526271139,21296499824,016610,DB증권,KOSPI,2023,CFS
10670641837509,9496592720797,1174049116712,1318537932981,52937573718,61858580381,016610,DB증권,KOSPI,2024,CFS
14264732967843,13001159728772,1263573239071,1921987648624,95458788281,116698438500,016610,DB증권,KOSPI,2025,CFS
