total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
8699332043240,7687427343652,1011904699588,1647662690835,30696475248,27039374857,001200,유진투자증권,KOSPI,2023,CFS
9646708149349,8595331993613,1051376155736,1652599784559,49619329316,58338142158,001200,유진투자증권,KOSPI,2024,CFS
11049028363321,9916557486041,1132470877280,1694075188265,64538264177,84440893235,001200,유진투자증권,KOSPI,2025,CFS
