total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
7715584325302,1809815283137,5905769042165,251689950548,-63640615999,85313155522,0126Z0,삼성에피스홀딩스,KOSPI,2025,CFS
