total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
16864669358,2201285236,14663384122,-228220000,-125203548,0044K0,삼성스팩10호,KOSDAQ,2025,CFS
