total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
100805882594,58331270476,42474612118,143195229364,6680358069,4516046395,0001A0,덕양에너젠,KOSDAQ,2025,CFS
