total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
715738152000000,656864842000000,58873310000000,6435319000000,4563431000000,105560,KB금융,KOSPI,2023,CFS
757845532000000,698030351000000,59815181000000,8045261000000,5028606000000,105560,KB금융,KOSPI,2024,CFS
797923033000000,737093044000000,60829989000000,8517711000000,5840715000000,105560,KB금융,KOSPI,2025,CFS
