total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
2490592328,2002212186,488380142,-9408000,-15315857,498390,한화플러스제5호스팩,KOSDAQ,2024,CFS
11975054839,2057965381,9917089458,-211944489,-56382444,498390,한화플러스제5호스팩,KOSDAQ,2025,CFS
