total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
169087090772,73013291835,96073798937,99632689614,4628674038,5584221811,104460,디와이피엔에프,KOSDAQ,2021,CFS
210265819689,103391558032,106874261657,113114608120,-11201325755,-11784582503,104460,디와이피엔에프,KOSDAQ,2022,CFS
291257962477,179314276979,111943685498,144055577245,5701141419,8325039533,104460,디와이피엔에프,KOSDAQ,2023,CFS
320770616137,192550528357,128220087780,281019021433,18177438115,24595400255,104460,디와이피엔에프,KOSDAQ,2024,CFS
246868549743,97051696049,149816853694,396256361230,25381554158,28569091674,104460,디와이피엔에프,KOSDAQ,2025,CFS
