total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
1977719009,1052674251,925044758,-20878400,-32871713,471050,대신밸런스제17호스팩,KOSDAQ,2023,CFS
13100536898,1196302013,11904234885,-63911457,158092127,471050,대신밸런스제17호스팩,KOSDAQ,2024,CFS
13328628759,1267057236,12061571523,-79861950,157336638,471050,대신밸런스제17호스팩,KOSDAQ,2025,CFS
