total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
132480435540,6353032390,126127403150,29276094479,8318470367,8539182950,019550,SBI인베스트먼트,KOSDAQ,2023,CFS
141750059438,4275651419,137474408019,28682710829,11389847353,11742142586,019550,SBI인베스트먼트,KOSDAQ,2024,CFS
153731904784,6824921250,146906983534,32707572126,9324127663,9323017602,019550,SBI인베스트먼트,KOSDAQ,2025,CFS
