total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
56507909508834,49885200114300,6622709394534,547405708396,741117973834,016360,삼성증권,KOSPI,2023,CFS
62273916116630,54949703002180,7324213114450,899037889864,1205750469446,016360,삼성증권,KOSPI,2024,CFS
79683213004622,71615157044752,8068055959870,1007226734146,1375673177021,016360,삼성증권,KOSPI,2025,CFS
