total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
17949506185,2442728267,15506777918,0,-36087540,30855812,0072Z0,KB제33호스팩,KOSDAQ,2025,CFS
