total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
297406732494,204390355523,93016376971,217257677789,5807380067,7874736407,190650,코리아에셋투자증권,KOSDAQ,2024,CFS
403660403693,306140349807,97520053886,268468292390,7731258329,10250470717,190650,코리아에셋투자증권,KOSDAQ,2025,CFS
