total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
32869437390169,29965457519850,2903979870319,270645544253,334329279110,082640,동양생명,KOSPI,2023,CFS
34547211856250,32580517250674,1966694605576,314293434261,368058158055,082640,동양생명,KOSPI,2024,CFS
35347237000000,33798362000000,1548875000000,124494000000,198812000000,082640,동양생명,KOSPI,2025,CFS
