total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
6449093771600,5801855293366,647238478234,3187786850,13097857611,001510,SK증권,KOSPI,2023,CFS
6109295395638,5550018800036,559276595602,-83270261783,-107876388585,001510,SK증권,KOSPI,2024,CFS
6859536112248,6254917857647,604618254601,28702851671,7785938575,001510,SK증권,KOSPI,2025,CFS
