total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
11857603728,1584844556,10272759172,0,-16317592,-36294340,489210,교보17호스팩,KOSDAQ,2024,CFS
12089710138,1631126141,10458583997,0,185824825,-47067980,489210,교보17호스팩,KOSDAQ,2025,CFS
