total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
501707092204,93662171614,408044920590,20347476590,39167182400,000700,유수홀딩스,KOSPI,2021,CFS,
524926064872,79255169817,445670895055,29646246718,44118934136,000700,유수홀딩스,KOSPI,2022,CFS,
514472137701,68107152536,446364985165,21005544102,23263597963,000700,유수홀딩스,KOSPI,2023,CFS,341773101419.0
478715425251,67044758212,411670667039,18315439948,31644811581,000700,유수홀딩스,KOSPI,2024,CFS,435867054050.0
479684093581,67528386749,412155706832,21219524179,16752714426,000700,유수홀딩스,KOSPI,2025,CFS,418474161915.0
