total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
22643488792000,19622059968000,3021428824000,3854590575000,135831720000,161317426000,003540,대신증권,KOSPI,2023,CFS
26396108665000,23080719628000,3315389037000,4093862748000,144182139000,83593035000,003540,대신증권,KOSPI,2024,CFS
39128864373000,35071641416000,4057222957000,5063889973000,186726503000,301402464000,003540,대신증권,KOSPI,2025,CFS
