total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
339282592997,104548880007,234733712990,28594373504,2691177859,2236509935,0120G0,삼양바이오팜,KOSPI,2025,CFS
