total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
11961595141,1552580038,10409015103,0,-58703790,-19057688,0004Y0,디비금융제14호스팩,KOSDAQ,2025,CFS
