total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
65755977510,4762666364,60993311146,16627916707,879442201,2563129231,0015S0,페스카로,KOSDAQ,2025,CFS
