total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
45553451342,8022821538,37530629804,1347065447,1407681400,440320,오픈놀,KOSDAQ,2023,CFS,
84027900449,37986605886,46041294563,101353441,1612827149,440320,오픈놀,KOSDAQ,2024,CFS,50773005880.0
73924274692,34869787485,39054487207,-2764178841,-6428485497,440320,오픈놀,KOSDAQ,2025,CFS,88269276682.0
