total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
94644733007,20017413393,74627319614,29749069076,4285227080,6330845125,289080,SV인베스트먼트,KOSDAQ,2024,CFS
92776064638,22033926071,70742138567,21073110564,-5232241230,-6054856551,289080,SV인베스트먼트,KOSDAQ,2025,CFS
