total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
21421777000000,19554896000000,1866881000000,12812000000,16464000000,279570,케이뱅크,KOSPI,2023,CFS
31183399000000,29187554000000,1995845000000,128053000000,132967000000,279570,케이뱅크,KOSPI,2024,CFS
31864288000000,29692522000000,2171766000000,112609000000,117085000000,279570,케이뱅크,KOSPI,2025,CFS
