total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
284857118798,32075108163,252782010635,93760178861,27594774707,33098199451,026890,스틱인베스트먼트,KOSPI,2023,CFS
264651295308,15910398085,248740897223,79465712795,9331317902,13418332276,026890,스틱인베스트먼트,KOSPI,2024,CFS
305789875428,51519986178,254269889250,91217510708,14855602741,17184071250,026890,스틱인베스트먼트,KOSPI,2025,CFS
