total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
243776214488,123768927973,120007286515,284249058158,539619141,-8372539841,215360,우리산업,KOSDAQ,2021,CFS
238231118214,152485115921,85746002293,364601945122,-17957302320,-24686526779,215360,우리산업,KOSDAQ,2022,CFS
312031644417,211139955119,100891689298,462150813837,17804515460,20470002830,215360,우리산업,KOSDAQ,2023,CFS
324535494520,212593689790,111941804730,510572103789,13294680103,14962515848,215360,우리산업,KOSDAQ,2024,CFS
342192018412,218815945934,123376072478,532037735923,14210042480,18673812723,215360,우리산업,KOSDAQ,2025,CFS
