total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
15861941171,4152280428,11709660743,-11656276687,-14082727158,384470,코어라인소프트,KOSDAQ,2023,CFS
24664846746,21000777346,3664069400,-13779081599,-14137902346,384470,코어라인소프트,KOSDAQ,2024,CFS
40792632929,22620549245,18172083684,-13444847755,-14496260923,384470,코어라인소프트,KOSDAQ,2025,CFS
