total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
60913428481,4894565496,56018862985,-4797790778,-8092612266,476060,온코닉테라퓨틱스,KOSDAQ,2024,CFS
75706519973,3667129689,72039390284,12619100519,15783991467,476060,온코닉테라퓨틱스,KOSDAQ,2025,CFS
