total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
314655050000000,270317609000000,44337441000000,2033709000000,2398377000000,032830,삼성생명,KOSPI,2023,CFS
312218844000000,279480913000000,32737931000000,2260255000000,2499751000000,032830,삼성생명,KOSPI,2024,CFS
350685701000000,285850383000000,64835318000000,2451515000000,2580469000000,032830,삼성생명,KOSPI,2025,CFS
