total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
9898188818,1354222771,8543966047,-46527857,35189173,473950,에스케이증권제13호스팩,KOSDAQ,2024,CFS
10070450225,1433666706,8636783519,-39522094,94748716,473950,에스케이증권제13호스팩,KOSDAQ,2025,CFS
