total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
13250183608173,11677138582440,1573045025733,1969010048712,9298482501,31451827275,003530,한화투자증권,KOSPI,2023,CFS
14018124416878,12311894368683,1706230048195,2495792979346,38890352038,3966004857,003530,한화투자증권,KOSPI,2024,CFS
17357936000000,15289727000000,2068209000000,3094578000000,102010000000,147701000000,003530,한화투자증권,KOSPI,2025,CFS
