total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
33092023489392,30181275852828,2910747636564,117205082184,169121164894,085620,미래에셋생명,KOSPI,2023,CFS
32493623714996,29929969052256,2563654662740,136114870311,122130494168,085620,미래에셋생명,KOSPI,2024,CFS
32920825236135,30472730105478,2448095130657,130776431540,194511640633,085620,미래에셋생명,KOSPI,2025,CFS
