total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
147161604581,12296368902,134865235679,21005532771,16881173416,377450,리파인,KOSDAQ,2021,CFS,
152206805064,12794391968,139412413096,17938589452,17684668973,377450,리파인,KOSDAQ,2022,CFS,
172925852416,14286405827,158639446589,22552141363,21682528512,377450,리파인,KOSDAQ,2023,CFS,
181635656499,11197832309,170437824190,20505136523,20618412036,377450,리파인,KOSDAQ,2024,CFS,
234854008473,11871173056,222982835417,18941412133,9061737893,377450,리파인,KOSDAQ,2025,CFS,61572418310.0
