total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
83070753778,41363890566,41706863212,109497527234,5955739965,5193811657,0013V0,삼진식품,KOSDAQ,2025,CFS
