total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
60040428590956,49736681327747,10303747263209,1742379224712,2234997557489,005830,DB손해보험,KOSPI,2023,CFS
66506135383633,57114913448969,9391221934664,1853216681744,2424925603957,005830,DB손해보험,KOSPI,2024,CFS
74022307000000,63087018000000,10935289000000,1790581000000,2383950000000,005830,DB손해보험,KOSPI,2025,CFS
