total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
10468252679,8084749091,2383503588,1123898370,-8705835094,-9280501109,373110,엑셀세라퓨틱스,KOSDAQ,2023,CFS
16889657996,7768598704,9121059292,1934344104,-9329894204,-9543173496,373110,엑셀세라퓨틱스,KOSDAQ,2024,CFS
15721418187,8583323043,7138095144,1948989102,-10851766656,-10927088630,373110,엑셀세라퓨틱스,KOSDAQ,2025,CFS
