total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
12316768629,1323347461,10993421168,0,-25592844,-24505511,0099X0,IBKS제25호스팩,KOSDAQ,2025,CFS
