total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
158138923474,62158331220,95980592254,11472691041,5832554236,298830,슈어소프트테크,KOSDAQ,2023,CFS
162364676093,56277933087,106086743006,7890549456,10077676634,298830,슈어소프트테크,KOSDAQ,2024,CFS
179033617164,57106363774,121927253390,12600109809,9632341328,298830,슈어소프트테크,KOSDAQ,2025,CFS
