total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
2173761439448,1939613651597,234147787851,182188880534,487236451,961727538,001290,상상인증권,KOSPI,2023,CFS
1230922556862,1049832859211,181089697651,322674868493,-47346647857,-49707791308,001290,상상인증권,KOSPI,2024,CFS
1244672349888,1049277152809,195395197079,181734041730,-5856970937,-9089480944,001290,상상인증권,KOSPI,2025,CFS
