total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
575233420765,199525292212,375708128553,37808785511,29794842850,063080,컴투스홀딩스,KOSDAQ,2021,CFS,
589116828325,297993126638,291123701687,-26428837731,-70606522807,063080,컴투스홀딩스,KOSDAQ,2022,CFS,
596634018445,322266227358,274367791087,-3351588285,-14377051568,063080,컴투스홀딩스,KOSDAQ,2023,CFS,
541958257256,330516825780,211441431476,-50553975824,-42511418898,063080,컴투스홀딩스,KOSDAQ,2024,CFS,
518942512471,266431014300,252511498171,-6823638022,37255821150,063080,컴투스홀딩스,KOSDAQ,2025,CFS,99211679155.0
