total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
354614398981,96109647468,258504751513,16601630818,17729078861,027360,아주IB투자,KOSDAQ,2023,CFS
341713923239,80584740272,261129182967,8318602631,8385493188,027360,아주IB투자,KOSDAQ,2024,CFS
338305070078,71435587125,266869482953,8318264516,11886131746,027360,아주IB투자,KOSDAQ,2025,CFS
