total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
1747822854675,1258029081971,489793772704,999032003491,35104172832,46294753862,001750,한양증권,KOSPI,2023,CFS
1731337480778,1217180250407,514157230371,833308862395,38797645588,54449191375,001750,한양증권,KOSPI,2024,CFS
1833701283681,1251891496159,581809787522,909022352850,56571163268,75310521675,001750,한양증권,KOSPI,2025,CFS
