total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
11788791820,1183558657,10605233163,-30902990,-32024204,487360,신한제14호스팩,KOSDAQ,2024,CFS
12022085318,1231607667,10790477651,-46918390,185244488,487360,신한제14호스팩,KOSDAQ,2025,CFS
