total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
10609935089040,8921462823065,1688472265975,2764259939189,149387962241,170377256793,001720,신영증권,KOSPI,2024,CFS
10379574597460,8546880622161,1832693975299,2466380710168,112278184228,136145617008,001720,신영증권,KOSPI,2025,CFS
