total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
15593363016079,13716088524500,1877274491579,3743018931529,67558376656,70278210960,030610,교보증권,KOSPI,2023,CFS
15898332583027,13912608589082,1985723993945,3166321957747,117678416308,113926120400,030610,교보증권,KOSPI,2024,CFS
19271473250000,17152534201000,2118939049000,4506795230000,142910816000,190443426000,030610,교보증권,KOSPI,2025,CFS
