total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
94721172636,32398609981,62322562655,-569745007,-447246624,206560,덱스터,KOSDAQ,2021,CFS,
91913825993,34282975881,57630850112,-2512357680,-6173487763,206560,덱스터,KOSDAQ,2022,CFS,
85927997593,27397729229,58530268364,-41361146,-886106340,206560,덱스터,KOSDAQ,2023,CFS,
103565610601,54676679449,48888931152,-8895513452,-10736203823,206560,덱스터,KOSDAQ,2024,CFS,53688139351.0
110955446744,67638691099,43316755645,-6505871065,-6793621017,206560,덱스터,KOSDAQ,2025,CFS,55416993715.0
