total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
96788501165,6545599112,90242902053,-18701389948,-14404158092,094850,참좋은여행,KOSDAQ,2021,CFS
110042803327,33036379015,77006424312,-15793523418,-12226654385,094850,참좋은여행,KOSDAQ,2022,CFS
143382883073,58853571328,84529311745,6419133670,7210677391,094850,참좋은여행,KOSDAQ,2023,CFS
153709749202,67417303798,86292445404,1996021746,3118589677,094850,참좋은여행,KOSDAQ,2024,CFS
170921840435,71810392156,99111448279,9782339403,10838435982,094850,참좋은여행,KOSDAQ,2025,CFS
