total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
121775041354,12060786243,109714255111,15813851205,-9982807232,-64886392989,451760,컨텍,KOSDAQ,2023,CFS
278757169386,90546618220,188210551166,68983081678,-12185920249,-19127898711,451760,컨텍,KOSDAQ,2024,CFS
273073353471,95083365444,177989988027,86898165034,-16170062633,-10341838829,451760,컨텍,KOSDAQ,2025,CFS
