total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
50228091440,33046815536,17181275904,3119147742,1122866208,475460,미트박스,KOSDAQ,2024,CFS
98636486055,60970579069,37665906986,2906042515,1736391210,475460,미트박스,KOSDAQ,2025,CFS
