total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
148896523599,54915252346,93981271253,26697697608,1939073177,2455449314,293580,나우IB,KOSDAQ,2023,CFS
151106013762,50526721943,100579291819,31417158257,7930927666,9011096930,293580,나우IB,KOSDAQ,2024,CFS
169591414227,65107636827,104483777400,29156196744,5783322145,7301339438,293580,나우IB,KOSDAQ,2025,CFS
