total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
198603601159,90648596761,107955004398,3277334445,1241890834,263700,케어랩스,KOSDAQ,2021,CFS
180659153996,89082140020,91577013976,-6384531521,-26388369384,263700,케어랩스,KOSDAQ,2022,CFS
162200952564,87134923961,75066028603,-11598829454,-23867142092,263700,케어랩스,KOSDAQ,2023,CFS
143256735699,88278881761,54977853938,-4462290019,-19669705817,263700,케어랩스,KOSDAQ,2024,CFS
107430676919,32799460993,74631215926,-2876942728,19511556173,263700,케어랩스,KOSDAQ,2025,CFS
