total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
177487483926,87809104180,89678379746,10065129555,3476891962,047560,이스트소프트,KOSDAQ,2021,CFS,
185026392167,101507404011,83518988156,-5668272734,-8224780167,047560,이스트소프트,KOSDAQ,2022,CFS,
188652268370,101498605461,87153662909,-8907053307,-11644670471,047560,이스트소프트,KOSDAQ,2023,CFS,
199088604538,110573917724,88514686814,-13456406745,-14571880098,047560,이스트소프트,KOSDAQ,2024,CFS,
196509192587,130198912607,66310279980,-18953916533,-20591952921,047560,이스트소프트,KOSDAQ,2025,CFS,106793497959.0
