total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
81800078267,45095106343,36704971924,1733306736,2118672668,019570,플루토스,KOSDAQ,2021,CFS,
48623904940,15286814533,33337090407,-17269386147,-18304318972,019570,플루토스,KOSDAQ,2022,CFS,
33199347821,1919291800,31280056021,-10314460930,-11550830828,019570,플루토스,KOSDAQ,2023,CFS,
47575529262,10134637441,37440891821,1274207990,-213149109,019570,플루토스,KOSDAQ,2024,CFS,10338209179.0
72472181671,31622642831,40849538840,3312889700,2852420844,019570,플루토스,KOSDAQ,2025,CFS,
