total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
802953282668,296900932139,506052350529,7336575701,-429524300,003460,유화증권,KOSPI,2023,CFS
771352960922,260119655443,511233305479,17778797328,12200935029,003460,유화증권,KOSPI,2024,CFS
810504521892,272602005714,537902516178,14055892010,5916978672,003460,유화증권,KOSPI,2025,CFS
