total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
13945226648000,1956836648000,11988390000000,0,-17858891000,-35860410000,0091W0,신영스팩11호,KOSDAQ,2025,CFS
